0.997989  0.00422422  
0.997714  0.00437283  
0.992155  0.00718735  
0.959257  0.0242272  
0.944266  0.0319778  
0.921706  0.0437587  
0.904978  0.0524987  
0.884998  0.062607  
0.867744  0.0719611  
0.855865  0.0791823  
0.839438  0.0894297  
0.819139  0.0979799  
0.804035  0.106904  
0.788457  0.115054  
0.774108  0.123625  
0.759165  0.132418  
0.744948  0.139687  
0.740389  0.143716  
0.718305  0.156083  
0.704059  0.163577  
0.691031  0.171336  
0.678913  0.179225  
0.666468  0.187852  
0.653175  0.194023  
0.639575  0.20284  
0.627018  0.211486  
0.616444  0.217489  
0.6052  0.224892  
0.591769  0.232377  
0.582538  0.238499  
0.570397  0.246785  
0.559225  0.253917  
0.547875  0.261462  
0.538891  0.267552  
0.526889  0.275541  
0.517164  0.283099  
0.507982  0.290193  
0.496783  0.29657  
0.487919  0.303657  
0.475635  0.31188  
0.467046  0.317894  
0.456506  0.325401  
0.44766  0.332215  
0.438506  0.339469  
0.429589  0.34614  
0.420991  0.353868  
0.411476  0.360504  
0.40251  0.367238  
0.393179  0.374415  
0.383485  0.382106  
0.375887  0.388512  
0.367131  0.395502  
0.358866  0.402766  
0.349904  0.409853  
0.341162  0.417391  
0.332335  0.424872  
0.325489  0.430745  
0.316634  0.439159  
0.312163  0.442798  
0.300777  0.452902  
0.292878  0.460134  
0.282983  0.469294  
0.27687  0.475153  
0.268756  0.483319  
0.260862  0.490988  
0.252893  0.498764  
0.245585  0.505844  
0.237694  0.513806  
0.225501  0.52646  
0.22256  0.529775  
0.215374  0.538195  
0.206904  0.546255  
0.199707  0.555115  
0.192054  0.563424  
0.184828  0.571647  
0.177759  0.579964  
0.169524  0.590506  
0.162406  0.598538  
0.15484  0.608378  
0.147603  0.617416  
0.14025  0.627648  
0.132652  0.637299  
0.125459  0.648382  
0.117888  0.658731  
0.110247  0.669799  
0.10289  0.681408  
0.0953668  0.69335  
0.087253  0.706807  
0.0804891  0.718465  
0.0725817  0.732987  
0.0651782  0.746872  
0.057504  0.762621  
0.0497586  0.780125  
0.0416394  0.798153  
0.0325445  0.82207  
0.0257023  0.842361  
0.0173572  0.871691  
0.0077048  0.915419  
0.000178993  0.992484  
2.67375e-006  1.01548  
